code	Year	metric	C_n	C_mean	C_sd	D_n	D_mean	D_sd	W_n	W_mean	W_sd	I_n	I_mean	I_sd	N_n	N_mean	N_sd	IN_n	IN_mean	IN_sd	WN_n	WN_mean	WN_sd	LAT	LON	stable	term	site.MAT	site.MAP	ECO	AT_net	GST_net	D_net	I_net	N_net	WI_net	WN_net	DN_net	IN_net
Yang et al., 2022_Light_shurb	2022	ANPP	4	182.3529412	81.52525242	NA	NA	NA	NA	NA	NA	4	241.7647059	24.12481959	4	223.5294118	59.89610382	4	270.5882353	76.53391043	NA	NA	NA	44.35	116.83	1	1	2.5	271	NA	NA	NA	NA	105	10.5	NA	NA	NA	1102.5
Yang et al., 2022_moderate_shurb	2022	ANPP	4	247.0588235	146.4126982	NA	NA	NA	NA	NA	NA	4	296.4705882	21.6291486	4	252.9411765	118.128427	4	385.882353	106.481962	NA	NA	NA	44.37	116.1	1	1	2.5	271	NA	NA	NA	NA	105	10.5	NA	NA	NA	1102.5
Yang et al., 2022_severe_shurb	2022	ANPP	4	84.11764706	10.8145743	NA	NA	NA	NA	NA	NA	4	121.7647059	7.487012977	4	107.6470588	25.78860026	4	169.4117647	26.62049059	NA	NA	NA	44.41	116.14	1	1	2.5	271	NA	NA	NA	NA	105	10.5	NA	NA	NA	1102.5
Ylanne et al (2015)_32	2015	AGB	10	504.5045045	181.302809	0	NA	NA	10	711.7117117	221.5923221	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	1	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32	2015	DEN	10	72.75	7.274384281	0	NA	NA	10	93.5	4.795831523	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	1	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32	2015	Ratio_S	10	89.24878205	5.367669144	0	NA	NA	10	90.1264045	5.139647101	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	1	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32_1	2015	AGB	10	558.5585586	60.43426966	0	NA	NA	10	873.8738739	261.8818352	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	1	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32_1	2015	DEN	10	75.25	12.3928743	0	NA	NA	10	86	14.49137675	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	1	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Ylanne et al (2015)_32_1	2015	Ratio_S	10	91.015	5.406696465	0	NA	NA	10	90.94218594	3.132185274	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	69.5	20.83	1	1	-2.3	NA	Arc	NA	1.5	NA	NA	NA	NA	NA	NA	NA
Zamin et al 2014_42	2014	AGB	5	387.5	53.10661447	0	NA	NA	5	511.25	78.26237921	0	NA	NA	5	418.75	103.418144	0	NA	NA	0	NA	NA	64.87	-111.55	1	2	-8	250	Arc	NA	2.2	NA	NA	1	NA	NA	NA	NA
Zang et al., 2021_BE	2021	COV	4	22.5775	3.894936398	NA	NA	NA	NA	NA	NA	4	28.26333333	6.376045131	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_BE	2021	DEN	4	194.4166667	80.89550873	NA	NA	NA	NA	NA	NA	4	216	73.15487929	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_BE	2021	SP	4	8.083333333	1.083624669	NA	NA	NA	NA	NA	NA	4	8.666666667	0.778498944	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_BE	2021	ANPP	4	24.22916667	6.282600009	NA	NA	NA	NA	NA	NA	4	31.72083333	10.05559226	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_BW	2021	COV	4	28.34583333	8.079363677	NA	NA	NA	NA	NA	NA	4	37.55	6.877433454	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_BW	2021	DEN	4	235.75	102.2289098	NA	NA	NA	NA	NA	NA	4	249.0833333	106.3693893	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_BW	2021	SP	4	7.416666667	1.083624669	NA	NA	NA	NA	NA	NA	4	7.75	1.138180366	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_BW	2021	ANPP	4	26.1	4.837572645	NA	NA	NA	NA	NA	NA	4	35.08	8.518304355	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_ME	2021	COV	4	27.08333333	6.476928752	NA	NA	NA	NA	NA	NA	4	31.93	4.411237715	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_ME	2021	DEN	4	182.9166667	66.14372551	NA	NA	NA	NA	NA	NA	4	202	67.93044571	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_ME	2021	SP	4	9.666666667	1.497472618	NA	NA	NA	NA	NA	NA	4	9.75	1.658312395	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_ME	2021	ANPP	4	31.02166667	3.124262337	NA	NA	NA	NA	NA	NA	4	39.84416667	4.979542619	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_MW	2021	COV	4	17.27166667	4.555416024	NA	NA	NA	NA	NA	NA	4	21.36	4.592689844	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_MW	2021	DEN	4	159.0833333	93.82232564	NA	NA	NA	NA	NA	NA	4	189.4166667	89.81036419	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_MW	2021	SP	4	8.083333333	1.164500153	NA	NA	NA	NA	NA	NA	4	10	1.477097892	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2021_MW	2021	ANPP	4	16.5975	3.612516436	NA	NA	NA	NA	NA	NA	4	25.87	4.628439753	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.43	87.9	1	1	6.6	160	NA	NA	NA	NA	42.8	NA	NA	NA	NA	NA
Zang et al., 2022_Drought30%	2022	COV	5	34.57317073	7.502230483	5	24.32926829	1.034790411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	-16.54	NA	10	NA	NA	NA	NA
Zang et al., 2022_Drought30%	2022	DEN	5	72.09183673	15.58521069	5	62.90816327	10.39014046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	-16.54	NA	10	NA	NA	NA	NA
Zang et al., 2022_Drought30%	2022	SP	5	5.305970149	1.852197613	5	6.111940299	1.852197613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	-16.54	NA	10	NA	NA	NA	NA
Zang et al., 2022_Drought30%	2022	ANPP	5	78.72636674	5.342641662	5	66.12044691	3.356470168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	-16.54	NA	10	NA	NA	NA	NA
Zang et al., 2022_Drought60%	2022	COV	5	34.57317073	7.502230483	5	21.58536585	8.537020895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	-33.05	NA	10	NA	NA	NA	NA
Zang et al., 2022_Drought60%	2022	DEN	5	72.09183673	15.58521069	5	59.46428571	4.220994561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	-33.05	NA	10	NA	NA	NA	NA
Zang et al., 2022_Drought60%	2022	SP	5	5.305970149	1.852197613	5	4.902985075	1.282290655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	-33.05	NA	10	NA	NA	NA	NA
Zang et al., 2022_Drought60%	2022	ANPP	5	78.72636674	5.342641662	5	57.91741822	4.29147375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	-33.05	NA	10	NA	NA	NA	NA
Zang et al., 2022_Irrigation30%	2022	COV	5	34.57317073	7.502230483	NA	NA	NA	NA	NA	NA	5	38.32317073	4.268510447	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	16.53	10	NA	NA	NA	NA
Zang et al., 2022_Irrigation30%	2022	DEN	5	72.09183673	15.58521069	NA	NA	NA	NA	NA	NA	5	98.03571429	0.974075668	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	16.53	10	NA	NA	NA	NA
Zang et al., 2022_Irrigation30%	2022	SP	5	5.305970149	1.852197613	NA	NA	NA	NA	NA	NA	5	7.90858209	1.82845149	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	16.53	10	NA	NA	NA	NA
Zang et al., 2022_Irrigation30%	2022	ANPP	5	78.72636674	5.342641662	NA	NA	NA	NA	NA	NA	5	80.32570754	13.00489967	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	16.53	10	NA	NA	NA	NA
Zang et al., 2022_Irrigation60%	2022	COV	5	34.57317073	7.502230483	NA	NA	NA	NA	NA	NA	5	44.3597561	8.925067299	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	33.33	10	NA	NA	NA	NA
Zang et al., 2022_Irrigation60%	2022	DEN	5	72.09183673	15.58521069	NA	NA	NA	NA	NA	NA	5	90.91836735	9.74075668	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	33.33	10	NA	NA	NA	NA
Zang et al., 2022_Irrigation60%	2022	SP	5	5.305970149	1.852197613	NA	NA	NA	NA	NA	NA	5	7.505597015	0.736129821	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	33.33	10	NA	NA	NA	NA
Zang et al., 2022_Irrigation60%	2022	ANPP	5	78.72636674	5.342641662	NA	NA	NA	NA	NA	NA	5	75.04145959	0.220216741	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	33.33	10	NA	NA	NA	NA
Zang et al., 2022_Nitrogen10	2022	COV	5	34.57317073	7.502230483	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	43.07926829	6.33809127	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	NA	10	NA	NA	NA	NA
Zang et al., 2022_Nitrogen10	2022	DEN	5	72.09183673	15.58521069	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	98.49489796	5.519762118	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	NA	10	NA	NA	NA	NA
Zang et al., 2022_Nitrogen10	2022	SP	5	5.305970149	1.852197613	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4.902985075	2.422104571	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	NA	10	NA	NA	NA	NA
Zang et al., 2022_Nitrogen10	2022	ANPP	5	78.72636674	5.342641662	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	99.55205481	6.510340934	NA	NA	NA	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	NA	10	NA	NA	NA	NA
Zang et al., 2022_Nitrogen10 x Irrigation30%	2022	COV	5	34.57317073	7.502230483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	40.51829268	11.51204333	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	16.53	10	NA	NA	NA	165.3
Zang et al., 2022_Nitrogen10 x Irrigation30%	2022	DEN	5	72.09183673	15.58521069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	107.6785714	12.66298368	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	16.53	10	NA	NA	NA	165.3
Zang et al., 2022_Nitrogen10 x Irrigation30%	2022	SP	5	5.305970149	1.852197613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	7.791044776	1.139813916	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	16.53	10	NA	NA	NA	165.3
Zang et al., 2022_Nitrogen10 x Irrigation30%	2022	ANPP	5	78.72636674	5.342641662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	102.6192855	1.198162588	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	16.53	10	NA	NA	NA	165.3
Zang et al., 2022_Nitrogen10 x Irrigation60%	2022	COV	5	34.57317073	7.502230483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	47.74390244	1.81088322	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	33.33	10	NA	NA	NA	333.3
Zang et al., 2022_Nitrogen10 x Irrigation60%	2022	DEN	5	72.09183673	15.58521069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	115.9438776	20.45558903	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	33.33	10	NA	NA	NA	333.3
Zang et al., 2022_Nitrogen10 x Irrigation60%	2022	SP	5	5.305970149	1.852197613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	7.287313433	0.712383697	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	33.33	10	NA	NA	NA	333.3
Zang et al., 2022_Nitrogen10 x Irrigation60%	2022	ANPP	5	78.72636674	5.342641662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	103.2985998	0.739561223	NA	NA	NA	43.98	90.6	1	1	NA	150	NA	NA	NA	NA	33.33	10	NA	NA	NA	333.3
Zhang et al 2017_16	2017	COV	8	97.3853211	1.751548907	0	NA	NA	8	88.71559633	3.503097815	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	1	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_16	2017	H	8	2.683241252	0.089313854	0	NA	NA	8	2.384898711	0.484216664	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	1	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_16	2017	SP	8	27.65333333	4.661520972	0	NA	NA	8	24.26666667	5.703020642	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	1	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_17	2017	COV	8	96.35321101	2.043473728	0	NA	NA	8	88.85321101	2.530015088	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	1	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_17	2017	H	8	2.978902954	0.11485787	0	NA	NA	8	2.810126582	0.27761661	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	1	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zhang et al 2017_17	2017	SP	8	39.57142857	8.456823112	0	NA	NA	8	30.14285714	6.406708855	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	37.62	101.2	2	1	-1.7	562	Alp	1.5	NA	NA	NA	NA	NA	NA	NA	NA
Zong et al., 2016_105	2016	H	4	0.903184713	0.124840764	0	NA	NA	4	0.92866242	0.094267516	0	NA	NA	4	1.005095541	0.119745223	0	NA	NA	3	1.022929936	0.321019108	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_105	2016	SP	4	6.73553719	0.508264463	0	NA	NA	4	6.252066116	0.495867769	0	NA	NA	4	6.5	0.595041322	0	NA	NA	3	6.747933884	0.966942149	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_106	2016	H	4	1.374522293	0.173248408	0	NA	NA	4	1.318471338	0.078980892	0	NA	NA	4	1.700636943	0.221656051	0	NA	NA	3	1.249681529	0.18343949	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_106	2016	SP	4	5.495867769	0.595041322	0	NA	NA	4	5.012396694	0.79338843	0	NA	NA	4	7.256198347	0.966942149	0	NA	NA	3	5.012396694	0.818181818	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_107	2016	H	4	1.18343949	0.163057325	0	NA	NA	4	0.933757962	0.152866242	0	NA	NA	4	1.221656051	0.208917197	0	NA	NA	3	1.262420382	0.170700637	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zong et al., 2016_107	2016	SP	4	4.739669421	0.533057851	0	NA	NA	4	3.747933884	0.508264463	0	NA	NA	4	5.260330579	0.94214876	0	NA	NA	3	3.747933884	0.495867769	41.53	127.57	1	1	NA	NA	Alp	NA	1.53	NA	NA	14.3	NA	21.879	NA	NA
Zuo et al., 2020_Drought20%	2020	AGB	6	69.81132075	18.39622642	6	61.79245283	13.20754717	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-27.17	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought20%	2020	DEN	6	50.16806723	8.319327731	6	42.10084034	8.319327731	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-27.17	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought20%	2020	H	6	1.645669291	0.11023622	6	1.645669291	0.141732283	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-27.17	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought20%	2020	SP	6	7.556818182	0.852272727	6	7.556818182	0.852272727	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-27.17	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought40%	2020	AGB	6	69.81132075	18.39622642	6	37.26415094	7.547169811	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-54.33	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought40%	2020	DEN	6	50.16806723	8.319327731	6	11.59663866	7.058823529	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-54.33	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought40%	2020	H	6	1.645669291	0.11023622	6	1.527559055	0.062992126	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-54.33	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought40%	2020	SP	6	7.556818182	0.852272727	6	6.420454545	0.511363636	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-54.33	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought60%	2020	AGB	6	69.81132075	18.39622642	6	25.47169811	8.490566038	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-81.5	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought60%	2020	DEN	6	50.16806723	8.319327731	6	21.68067227	6.806722689	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-81.5	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought60%	2020	H	6	1.645669291	0.11023622	6	1.637795276	0.094488189	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-81.5	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Drought60%	2020	SP	6	7.556818182	0.852272727	6	7.045454545	0.738636364	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	-81.5	NA	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation20%	2020	AGB	6	69.81132075	18.39622642	NA	NA	NA	0	NA	NA	6	25.47169811	8.490566038	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	27.17	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation20%	2020	DEN	6	50.16806723	8.319327731	NA	NA	NA	0	NA	NA	6	40.33613445	11.09243697	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	27.17	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation20%	2020	H	6	1.645669291	0.11023622	NA	NA	NA	0	NA	NA	6	1.755905512	0.094488189	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	27.17	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation20%	2020	SP	6	7.556818182	0.852272727	NA	NA	NA	0	NA	NA	6	8.806818182	1.306818182	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	27.17	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation40%	2020	AGB	6	69.81132075	18.39622642	NA	NA	NA	0	NA	NA	6	37.26415094	7.547169811	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	54.33	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation40%	2020	DEN	6	50.16806723	8.319327731	NA	NA	NA	0	NA	NA	6	44.62184874	8.823529412	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	54.33	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation40%	2020	H	6	1.645669291	0.11023622	NA	NA	NA	0	NA	NA	6	1.905511811	0.094488189	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	54.33	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation40%	2020	SP	6	7.556818182	0.852272727	NA	NA	NA	0	NA	NA	6	9.545454545	0.625	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	54.33	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation60%	2020	AGB	6	69.81132075	18.39622642	NA	NA	NA	0	NA	NA	6	61.79245283	13.20754717	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	81.5	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation60%	2020	DEN	6	50.16806723	8.319327731	NA	NA	NA	0	NA	NA	6	55.71428571	11.8487395	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	81.5	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation60%	2020	H	6	1.645669291	0.11023622	NA	NA	NA	0	NA	NA	6	1.811023622	0.031496063	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	81.5	NA	NA	NA	NA	NA
Zuo et al., 2020_Irrigation60%	2020	SP	6	7.556818182	0.852272727	NA	NA	NA	0	NA	NA	6	8.409090909	0.738636364	0	NA	NA	0	NA	NA	0	NA	NA	41.42	106.97	1	1	5.3	151	med & Des	NA	NA	NA	81.5	NA	NA	NA	NA	NA
Kimball et al., 2024_Nofire	2023	COV	4	88.28125	11.30190572	4	85.625	25.08028774	NA	NA	NA	4	93.5625	11.35483561	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.74	-117.7	1	1	17	325	med & Des	NA	NA	-153	72	NA	NA	NA	NA	NA
Kimball et al., 2024_Nofire	2023	AGB	4	57.58826675	46.41180738	4	54.18847105	19.0943425	NA	NA	NA	4	49.02991111	39.51364135	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.74	-117.7	1	1	17	325	med & Des	NA	NA	-153	72	NA	NA	NA	NA	NA
Kimball et al., 2024_Nofire	2023	Ratio_S	4	0.533268214	0.237202643	4	0.147138432	0.070602483	NA	NA	NA	4	0.482035519	0.358778219	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.74	-117.7	1	1	17	325	med & Des	NA	NA	-153	72	NA	NA	NA	NA	NA
Yu et al 2023_15 days interveal	2023	ANPP	3	117.6295601	21.91129826	3	122.3965024	44.69854588	NA	NA	NA	3	"162.1767158	57.73235229"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.7	107.21	1	1	8.1	311.6	med & Des	NA	NA	-56.66	56.62	NA	NA	NA	NA	NA
Yu et al 2023_15 days interveal	2023	COV	3	79.33333333	13.77598555	3	69.77777778	5.42968521	NA	NA	NA	3	85.77777778	9.788504217	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.7	107.21	1	1	8.1	311.6	med & Des	NA	NA	-56.66	56.62	NA	NA	NA	NA	NA
